76.613	0	76.589	0	76.601	0	76.589	0
76.614	0	76.59	0	76.602	0	76.59	0
76.615	0	76.591	0	76.603	0	76.591	0
76.616	0	76.592	0	76.604	0	76.592	0
76.617	0	76.593	0	76.605	0	76.593	0
76.618	0	76.594	0	76.606	0	76.594	0
76.619	0	76.595	0	76.607	0	76.595	0
76.62	0	76.596	0	76.608	0	76.596	0
76.621	0	76.597	0	76.609	0	76.597	0
76.622	0	76.598	0	76.61	0	76.598	0
76.623	0	76.599	0	76.611	0	76.599	0
76.624	0	76.6	0	76.612	0	76.6	0
76.625	0	76.601	0	76.613	0	76.601	0
76.626	0	76.602	0	76.614	0	76.602	0
76.627	0	76.603	0	76.615	0	76.603	0
76.628	0	76.604	0	76.616	0	76.604	0
76.629	0	76.605	0	76.617	0	76.605	0
76.63	0	76.606	0	76.618	0	76.606	0
76.631	0	76.607	0	76.619	1	76.607	1
76.632	0	76.608	0	76.62	1	76.608	0
76.633	0	76.609	0	76.621	0	76.609	0
76.634	0	76.61	0	76.622	0	76.61	0
76.635	0	76.611	1	76.623	0	76.611	0
76.636	0	76.612	0	76.624	0	76.612	0
76.637	0	76.613	0	76.625	0	76.613	0
76.638	0	76.614	0	76.626	1	76.614	1
76.639	0	76.615	0	76.627	0	76.615	0
76.64	0	76.616	0	76.628	0	76.616	0
76.641	0	76.617	1	76.629	1	76.617	0
76.642	0	76.618	0	76.63	1	76.618	0
76.643	0	76.619	0	76.631	0	76.619	0
76.644	0	76.62	0	76.632	0	76.62	0
76.645	0	76.621	0	76.633	0	76.621	1
76.646	0	76.622	2	76.634	0	76.622	0
76.647	0	76.623	0	76.635	0	76.623	1
76.648	0	76.624	0	76.636	0	76.624	0
76.649	0	76.625	0	76.637	0	76.625	0
76.65	0	76.626	0	76.638	1	76.626	0
76.651	0	76.627	0	76.639	0	76.627	0
76.652	0	76.628	1	76.64	0	76.628	1
76.653	0	76.629	0	76.641	3	76.629	0
76.654	0	76.63	0	76.642	0	76.63	0
76.655	0	76.631	0	76.643	1	76.631	0
76.656	0	76.632	1	76.644	1	76.632	0
76.657	0	76.633	0	76.645	1	76.633	0
76.658	0	76.634	0	76.646	0	76.634	0
76.659	0	76.635	0	76.647	0	76.635	1
76.66	0	76.636	0	76.648	0	76.636	1
76.661	0	76.637	2	76.649	0	76.637	0
76.662	0	76.638	1	76.65	0	76.638	0
76.663	0	76.639	0	76.651	3	76.639	0
76.664	0	76.64	0	76.652	4	76.64	2
76.665	0	76.641	0	76.653	2	76.641	0
76.666	0	76.642	0	76.654	2	76.642	0
76.667	0	76.643	0	76.655	2	76.643	0
76.668	2	76.644	0	76.656	9	76.644	1
76.669	0	76.645	0	76.657	5	76.645	0
76.67	1	76.646	0	76.658	1	76.646	0
76.671	0	76.647	1	76.659	4	76.647	0
76.672	0	76.648	0	76.66	8	76.648	0
76.673	1	76.649	0	76.661	6	76.649	0
76.674	1	76.65	1	76.662	7	76.65	0
76.675	0	76.651	0	76.663	13	76.651	0
76.676	1	76.652	3	76.664	11	76.652	0
76.677	2	76.653	1	76.665	7	76.653	0
76.678	2	76.654	3	76.666	12	76.654	0
76.679	2	76.655	0	76.667	8	76.655	1
76.68	2	76.656	2	76.668	15	76.656	1
76.681	2	76.657	2	76.669	14	76.657	1
76.682	2	76.658	7	76.67	14	76.658	1
76.683	1	76.659	2	76.671	12	76.659	0
76.684	2	76.66	2	76.672	15	76.66	0
76.685	1	76.661	1	76.673	13	76.661	0
76.686	5	76.662	4	76.674	14	76.662	0
76.687	2	76.663	4	76.675	15	76.663	0
76.688	2	76.664	2	76.676	11	76.664	1
76.689	5	76.665	3	76.677	12	76.665	1
76.69	5	76.666	1	76.678	24	76.666	1
76.691	3	76.667	3	76.679	15	76.667	0
76.692	4	76.668	1	76.68	21	76.668	2
76.693	6	76.669	7	76.681	12	76.669	0
76.694	9	76.67	7	76.682	17	76.67	5
76.695	9	76.671	5	76.683	12	76.671	2
76.696	7	76.672	7	76.684	20	76.672	1
76.697	5	76.673	6	76.685	18	76.673	3
76.698	12	76.674	6	76.686	22	76.674	1
76.699	17	76.675	9	76.687	26	76.675	3
76.7	11	76.676	7	76.688	14	76.676	5
76.701	11	76.677	14	76.689	21	76.677	2
76.702	14	76.678	15	76.69	21	76.678	1
76.703	19	76.679	8	76.691	25	76.679	5
76.704	13	76.68	5	76.692	31	76.68	1
76.705	15	76.681	11	76.693	29	76.681	3
76.706	15	76.682	13	76.694	22	76.682	5
76.707	16	76.683	10	76.695	25	76.683	4
76.708	16	76.684	11	76.696	21	76.684	5
76.709	9	76.685	13	76.697	27	76.685	3
76.71	12	76.686	9	76.698	37	76.686	1
76.711	23	76.687	6	76.6992631578947	23	76.687	5
76.712	14	76.688	10	76.7005263157895	19	76.688	6
76.713	13	76.689	9	76.7017894736842	19	76.689	9
76.714	19	76.69	11	76.7030526315789	21	76.69	6
76.715	16	76.691	6	76.7043157894737	24	76.691	5
76.716	14	76.692	13	76.7055789473684	27	76.692	8
76.717	17	76.693	7	76.7068421052632	25	76.693	5
76.7181009174312	21	76.694	4	76.7081052631579	19	76.694	3
76.7192018348624	14	76.695	6	76.7093684210526	14	76.695	3
76.7203027522936	16	76.696	5	76.7106315789474	19	76.696	3
76.7214036697248	12	76.697	2	76.7118947368421	19	76.697	5
76.722504587156	26	76.698	7	76.7131578947368	26	76.698	7
76.7236055045872	14	76.699	5	76.7144210526316	24	76.699	0
76.7247064220184	16	76.7	9	76.7156842105263	23	76.7	4
76.7258073394495	14	76.701	2	76.7169473684211	12	76.701	3
76.7269082568807	16	76.702	8	76.7182105263158	11	76.702	10
76.7280091743119	9	76.703	6	76.7194736842105	19	76.703	8
76.7291100917431	9	76.704	3	76.7207368421053	14	76.704	5
76.7302110091743	16	76.705	9	76.722	13	76.705	3
76.7313119266055	8	76.706	7	76.7232631578947	20	76.706	6
76.7324128440367	5	76.707	7	76.7245263157895	19	76.707	4
76.7335137614679	11	76.708	6	76.7257894736842	20	76.708	5
76.7346146788991	12	76.709	6	76.7270526315789	20	76.709	5
76.7357155963303	7	76.71	8	76.7283157894737	24	76.71	4
76.7368165137615	13	76.711	13	76.7295789473684	20	76.711	3
76.7379174311927	9	76.712	15	76.7308421052632	13	76.712	3
76.7390183486239	6	76.713	9	76.7321052631579	17	76.713	7
76.740119266055	4	76.714	11	76.7333684210526	13	76.714	4
76.7412201834862	12	76.715	10	76.7346315789474	12	76.715	7
76.7423211009174	9	76.716	11	76.7358947368421	14	76.716	5
76.7434220183486	6	76.717	9	76.7371578947368	16	76.717	1
76.7445229357798	5	76.718	13	76.7384210526316	14	76.718	5
76.745623853211	8	76.719	5	76.7396842105263	9	76.719	5
76.7467247706422	4	76.72	10	76.740947368421	15	76.72	4
76.7478256880734	7	76.721	10	76.7422105263158	17	76.721	4
76.7489266055046	4	76.722	15	76.7434736842105	18	76.722	4
76.7500275229358	9	76.723	16	76.7447368421053	12	76.723	5
76.751128440367	10	76.724	10	76.746	11	76.724	9
76.7522293577982	6	76.725	21	76.7472631578947	7	76.725	6
76.7533302752294	6	76.726	16	76.7485263157895	15	76.726	7
76.7544311926605	9	76.727	30	76.7497894736842	12	76.727	8
76.7555321100917	5	76.728	16	76.7510526315789	17	76.728	8
76.7566330275229	5	76.729	19	76.7523157894737	9	76.729	5
76.7577339449541	9	76.73	15	76.7535789473684	15	76.73	6
76.7588348623853	5	76.731	21	76.7548421052632	11	76.731	10
76.7599357798165	4	76.732	23	76.7561052631579	14	76.732	6
76.7610366972477	8	76.733	20	76.7573684210526	8	76.733	7
76.7621376146789	11	76.734	31	76.7586315789474	19	76.734	8
76.7632385321101	5	76.735	34	76.7598947368421	12	76.735	8
76.7643394495413	4	76.736	27	76.7611578947368	18	76.736	15
76.7654403669725	2	76.737	30	76.7624210526316	15	76.737	11
76.7665412844037	6	76.738	32	76.7636842105263	12	76.738	9
76.7676422018349	5	76.739	30	76.764947368421	21	76.739	10
76.7687431192661	6	76.74	44	76.7662105263158	15	76.74	7
76.7698440366973	6	76.741	40	76.7674736842105	19	76.741	7
76.7709449541284	6	76.742	34	76.7687368421053	14	76.742	13
76.7720458715596	4	76.743	49	76.77	15	76.743	1
76.7731467889908	4	76.744	37	76.7712631578947	19	76.744	8
76.774247706422	7	76.745	45	76.7725263157895	18	76.745	9
76.7753486238532	5	76.746	39	76.7737894736842	14	76.746	7
76.7764495412844	7	76.747	33	76.7750526315789	12	76.747	4
76.7775504587156	6	76.748	35	76.7763157894737	24	76.748	5
76.7786513761468	4	76.749	29	76.7775789473684	15	76.749	10
76.779752293578	5	76.75	33	76.7788421052632	14	76.75	7
76.7808532110092	7	76.751	48	76.7801052631579	26	76.751	9
76.7819541284404	5	76.752	44	76.7813684210526	26	76.752	13
76.7830550458716	6	76.753	44	76.7826315789474	13	76.753	12
76.7841559633028	5	76.754	49	76.7838947368421	21	76.754	7
76.7852568807339	6	76.755	58	76.7851578947368	21	76.755	11
76.7863577981651	6	76.756	54	76.7864210526316	24	76.756	4
76.7874587155963	6	76.757	40	76.7876842105263	22	76.757	9
76.7885596330275	6	76.758	50	76.788947368421	23	76.758	7
76.7896605504587	8	76.759	39	76.7902105263158	20	76.759	4
76.7907614678899	4	76.76	62	76.7914736842105	17	76.76	12
76.7918623853211	11	76.761	57	76.7927368421053	11	76.761	10
76.7929633027523	5	76.762	44	76.794	15	76.762	13
76.7940642201835	8	76.763	46	76.7952631578947	26	76.7629523809524	10
76.7951651376147	7	76.7640714285714	37	76.7965263157895	36	76.7639047619048	8
76.7962660550459	6	76.7651428571428	45	76.7977894736842	21	76.7648571428571	14
76.7973669724771	6	76.7662142857143	55	76.7990526315789	31	76.7658095238095	13
76.7984678899083	8	76.7672857142857	35	76.8003157894737	27	76.7667619047619	9
76.7995688073395	4	76.7683571428571	56	76.8015789473684	35	76.7677142857143	12
76.8006697247706	7	76.7694285714286	44	76.8028421052632	22	76.7686666666667	13
76.8017706422018	11	76.7705	44	76.8041052631579	24	76.7696190476191	8
76.802871559633	5	76.7715714285714	64	76.8053684210526	38	76.7705714285714	9
76.8039724770642	9	76.7726428571429	55	76.8066315789474	33	76.7715238095238	8
76.8050733944954	10	76.7737142857143	48	76.8078947368421	30	76.7724761904762	15
76.8061743119266	9	76.7747857142857	46	76.8091578947368	39	76.7734285714286	11
